ID_CUSTOMER;AREA;CHANNEL;POTENTIAL;CITY
2600008;260003;02;5;Santa Clarita
2600009;260003;04;4;Santa Clarita
1500009;150074;02;4;Modesto
0900102;090550;02;5;San Diego
1700010;170003;04;5;San Bernardino
0900104;090560;01;5;San Diego
0700018;070003;04;2;Bakersfield
0300083;030255;02;3;San Jose
0900105;090572;02;4;San Diego
0100039;010011;02;5;Long Beach
2100018;210034;02;4;Anaheim
1600017;160700;02;4;Stockton
3500063;351012;02;4;Sacramento
0200101;021219;02;4;Los Angeles
0600033;061098;04;5;Oakland
2500004;250003;01;5;Fontana
0900107;090596;02;4;San Diego
1100012;110925;01;4;Glendale
3500064;351012;01;2;Sacramento
0200104;020089;02;5;Los Angeles
1500010;150624;04;4;Modesto
0400053;040506;01;5;San Francisco
1100013;110946;02;4;Glendale
0400057;040360;02;5;San Francisco
0400058;040795;03;4;San Francisco
0300090;030165;02;3;San Jose
2600011;260563;01;5;Santa Clarita
1700011;171216;02;4;San Bernardino
3500065;351001;02;4;Sacramento
1000014;100553;03;4;Oxnard
0300091;030078;02;4;San Jose
0400059;040770;02;4;San Francisco
0100043;010058;02;4;Long Beach
1300045;131066;04;4;Fresno
2100021;210294;04;4;Anaheim
0200112;021245;01;4;Los Angeles
3500066;350183;02;4;Sacramento
0900112;090583;01;4;San Diego
3400007;340980;02;3;Huntington Beach
2100022;211283;02;2;Anaheim
3400008;340971;02;5;Huntington Beach
3500067;350086;01;5;Sacramento
0900113;090559;02;4;San Diego
2300017;230452;04;4;Fremont
0900114;090393;02;4;San Diego
1300047;131062;02;3;Fresno
2300018;230003;01;5;Fremont
3500068;350997;02;5;Sacramento
0400061;040806;02;5;San Francisco
0300095;030193;03;4;San Jose
0900117;090582;02;3;San Diego
0600037;061181;04;4;Oakland
2600012;260003;02;3;Santa Clarita
2200009;220003;02;4;Oceanside
0300098;030003;01;4;San Jose
1700012;171190;02;4;San Bernardino
0100045;010023;04;4;Long Beach
1900012;190414;02;5;Moreno Valley
0900119;090577;01;4;San Diego
2600013;260004;02;4;Santa Clarita
2200010;220288;02;4;Oceanside
0200121;021257;04;4;Los Angeles
0900120;090550;04;4;San Diego
0900121;091353;04;4;San Diego
2000004;200950;01;4;Garden Grove
3500071;351040;01;4;Sacramento
0400065;040862;01;3;San Francisco
0200122;020089;03;1;Los Angeles
1100014;110925;01;5;Glendale
3500072;351005;04;5;Sacramento
0900123;090563;01;5;San Diego
0200124;020114;04;4;Los Angeles
0100046;010015;03;4;Long Beach
0300105;030003;02;4;San Jose
3500075;350142;02;4;Sacramento
0400067;040789;02;5;San Francisco
0400068;040907;02;4;San Francisco
0400069;040778;03;4;San Francisco
0200128;021217;01;4;Los Angeles
0400070;040771;03;4;San Francisco
0900125;090561;02;4;San Diego
0300109;030097;01;2;San Jose
1300054;130783;02;4;Fresno
0400071;040775;01;5;San Francisco
1300055;131061;03;2;Fresno
1800008;180754;02;2;Chula Vista
3400009;340148;04;4;Huntington Beach
0300110;030084;02;4;San Jose
0900128;090106;03;4;San Diego
0900129;090567;03;5;San Diego
1300056;131061;01;2;Fresno
0300113;030098;04;4;San Jose
3300011;330612;01;3;Riverside
0700023;070318;02;4;Bakersfield
0400073;040770;02;3;San Francisco
1700014;170003;02;2;San Bernardino
0200136;020086;02;2;Los Angeles
1000016;100003;02;4;Oxnard
2300020;230003;02;5;Fremont
0300119;030130;02;4;San Jose
2300021;230003;02;5;Fremont
0200139;021219;02;2;Los Angeles
3500081;350183;02;2;Sacramento
2400009;240435;01;4;Irvine
0900131;090550;02;5;San Diego
0200141;021252;02;3;Los Angeles
1300059;131060;03;4;Fresno
1300060;130783;01;4;Fresno
1700017;171184;04;4;San Bernardino
1200019;120003;02;5;Santa Ana
2300022;230422;02;5;Fremont
0900132;090576;01;5;San Diego
0600039;060105;02;5;Oakland
0200147;021281;04;3;Los Angeles
0200148;020265;02;5;Los Angeles
3500084;350997;02;4;Sacramento
3500085;351501;01;4;Sacramento
2600016;260006;02;5;Santa Clarita
1300062;131064;02;4;Fresno
1500013;150003;02;4;Modesto
0700025;070318;02;4;Bakersfield
0400077;040781;04;4;San Francisco
1300064;130003;02;5;Fresno
0300125;030003;03;4;San Jose
0900135;090567;02;4;San Diego
0300130;030153;04;4;San Jose
1300065;130003;02;2;Fresno
0900138;090554;01;4;San Diego
0400078;040785;02;5;San Francisco
0300131;030147;02;5;San Jose
0700029;070336;04;4;Bakersfield
0200153;020078;02;4;Los Angeles
0700030;070375;04;5;Bakersfield
0300132;030182;02;4;San Jose
3500089;350599;02;4;Sacramento
0400079;040851;01;4;San Francisco
1300066;130783;02;2;Fresno
0900139;090572;01;5;San Diego
0300134;030063;04;5;San Jose
1100016;110927;02;4;Glendale
0300135;030063;02;4;San Jose
1100017;110925;01;5;Glendale
1700020;170991;03;5;San Bernardino
0300136;030139;01;5;San Jose
0200159;021309;02;4;Los Angeles
0600045;061149;02;4;Oakland
0900143;090551;02;4;San Diego
0400082;040136;04;5;San Francisco
0600046;060389;03;2;Oakland
0400083;040136;04;4;San Francisco
1000018;100113;01;4;Oxnard
1200022;120469;03;4;Santa Ana
0200162;020086;04;4;Los Angeles
2100025;210466;02;5;Anaheim
1200023;120003;02;5;Santa Ana
0200164;020158;03;5;Los Angeles
0900146;090593;02;5;San Diego
0400084;040843;03;1;San Francisco
2300027;230003;02;3;Fremont
2400014;240003;01;4;Irvine
0900148;090596;01;4;San Diego
0600047;061121;04;2;Oakland
0100058;010081;04;3;Long Beach
2000007;201099;04;5;Garden Grove
0400085;040795;04;4;San Francisco
0300141;030149;04;3;San Jose
0400086;040770;02;4;San Francisco
0900153;091376;01;4;San Diego
0100059;010019;02;4;Long Beach
1300074;130783;04;1;Fresno
0600048;061133;04;3;Oakland
1100018;110936;01;5;Glendale
1200026;120459;04;4;Santa Ana
0700033;070381;02;4;Bakersfield
0900156;090590;02;5;San Diego
1300077;130003;02;5;Fresno
1100019;110935;02;4;Glendale
3400010;340003;04;5;Huntington Beach
1300078;130783;04;5;Fresno
0200176;021223;02;4;Los Angeles
1300080;131060;02;4;Fresno
0200178;021243;04;5;Los Angeles
0200179;020086;02;3;Los Angeles
0100061;010023;02;5;Long Beach
1200028;120455;02;4;Santa Ana
0100063;010062;01;4;Long Beach
0900160;090550;01;4;San Diego
0200182;020086;02;5;Los Angeles
0900163;090570;02;5;San Diego
1300083;130783;02;4;Fresno
1500015;150003;01;4;Modesto
3500096;350599;03;2;Sacramento
1300084;130855;01;4;Fresno
3500097;351474;02;2;Sacramento
0700037;070348;02;5;Bakersfield
0400092;040802;02;4;San Francisco
0300149;030148;03;5;San Jose
1200029;120463;02;4;Santa Ana
0600051;061109;04;5;Oakland
3500100;351031;02;3;Sacramento
3300014;330983;02;5;Riverside
0900166;090550;02;3;San Diego
3500102;350053;01;5;Sacramento
1700024;170003;02;5;San Bernardino
0400097;040794;04;5;San Francisco
0400098;040810;02;2;San Francisco
0700039;070318;01;4;Bakersfield
0100066;010030;04;4;Long Beach
3500108;350183;02;1;Sacramento
3500109;351498;02;4;Sacramento
1700026;171188;04;4;San Bernardino
0100067;010032;02;4;Long Beach
2400018;240531;02;5;Irvine
0200194;020667;03;4;Los Angeles
0200195;020078;02;4;Los Angeles
0100068;010049;01;3;Long Beach
0600056;061139;02;2;Oakland
2200013;220003;03;4;Oceanside
2400019;240435;02;4;Irvine
3300017;330983;01;4;Riverside
0900178;090003;01;5;San Diego
0900180;090583;02;5;San Diego
0900181;090550;02;4;San Diego
3500113;350999;03;2;Sacramento
1100024;110925;02;4;Glendale
1300089;131064;02;4;Fresno
0900185;090551;02;4;San Diego
0100071;010011;02;4;Long Beach
0600057;060085;02;4;Oakland
0200206;021219;02;4;Los Angeles
0100073;010003;04;4;Long Beach
0900188;090587;02;5;San Diego
1200032;120455;04;4;Santa Ana
0400109;040770;04;5;San Francisco
1300094;130003;04;5;Fresno
0200208;020049;02;4;Los Angeles
0400110;040775;03;4;San Francisco
0200211;021222;01;4;Los Angeles
2300031;230437;02;3;Fremont
0200215;020086;01;5;Los Angeles
0200220;021142;02;5;Los Angeles
3500121;351051;02;5;Sacramento
1300097;130783;04;3;Fresno
0200221;021329;03;4;Los Angeles
2000008;200003;02;4;Garden Grove
0400111;040815;02;4;San Francisco
3500122;351026;02;2;Sacramento
0400113;040772;04;5;San Francisco
1200034;120457;02;4;Santa Ana
1200035;120459;02;4;Santa Ana
1600021;160705;02;4;Stockton
0400114;040136;03;4;San Francisco
0300172;030003;02;2;San Jose
0900194;090003;02;4;San Diego
0400116;040786;02;4;San Francisco
0900195;091369;02;4;San Diego
2100031;210514;02;2;Anaheim
0300174;030174;02;2;San Jose
0900196;090554;01;4;San Diego
0900197;090086;01;4;San Diego
1300100;130003;04;3;Fresno
0400118;040843;04;2;San Francisco
0900198;090003;04;4;San Diego
2200014;220314;02;5;Oceanside
0700046;070323;04;5;Bakersfield
0600066;060958;04;5;Oakland
0900202;090554;02;4;San Diego
1300102;131070;02;4;Fresno
0900204;090003;01;4;San Diego
1200037;120495;02;4;Santa Ana
2100033;210294;02;3;Anaheim
0200241;020078;02;2;Los Angeles
3500125;350183;02;4;Sacramento
0900206;090550;01;5;San Diego
2100034;210513;04;5;Anaheim
0200246;021220;02;2;Los Angeles
0100084;010019;02;3;Long Beach
0600067;060117;02;5;Oakland
0700047;070385;01;4;Bakersfield
0100085;010023;01;4;Long Beach
1300104;130183;06;4;Fresno
0100086;010021;04;4;Long Beach
0100087;010012;02;2;Long Beach
0900213;090605;01;5;San Diego
2100035;210003;02;2;Anaheim
0400120;040517;02;4;San Francisco
1500022;150003;02;4;Modesto
2100036;210504;02;4;Anaheim
0200251;020089;01;5;Los Angeles
0600070;060906;02;4;Oakland
0200252;021223;03;4;Los Angeles
0200253;021219;02;4;Los Angeles
2400025;240531;02;3;Irvine
0900214;090572;01;4;San Diego
1300106;131020;06;4;Fresno
0900215;090572;02;4;San Diego
0200255;021235;02;5;Los Angeles
0700048;070327;04;4;Bakersfield
0200256;020565;04;5;Los Angeles
1300108;131061;02;5;Fresno
1800013;180734;02;4;Chula Vista
0900217;090550;01;4;San Diego
0200258;021227;01;2;Los Angeles
3500130;350599;02;5;Sacramento
1300109;130003;02;4;Fresno
1300110;130263;02;1;Fresno
0900220;090003;02;3;San Diego
3500131;350997;02;4;Sacramento
1700028;170003;02;4;San Bernardino
2000012;200947;01;5;Garden Grove
0400124;040789;02;3;San Francisco
2200016;220003;02;2;Oceanside
0200265;020648;02;5;Los Angeles
0200267;020089;03;4;Los Angeles
1300112;130003;02;4;Fresno
0400126;040790;04;5;San Francisco
3500132;350997;02;5;Sacramento
0100094;010045;02;3;Long Beach
0300186;030272;02;4;San Jose
0400128;040778;04;4;San Francisco
0400130;040843;01;5;San Francisco
0400131;040823;02;3;San Francisco
0200272;020623;02;4;Los Angeles
2400027;240003;01;4;Irvine
1300113;131061;02;4;Fresno
0900228;090550;02;4;San Diego
0300190;030134;02;4;San Jose
2500012;250275;02;3;Fontana
3500138;351035;02;5;Sacramento
0300193;030027;02;2;San Jose
1200040;120463;02;4;Santa Ana
0300195;030151;02;2;San Jose
2500013;251061;01;4;Fontana
0300196;030063;02;4;San Jose
0400135;040870;02;4;San Francisco
0400137;040843;01;4;San Francisco
0900235;090574;01;4;San Diego
0400138;040163;04;3;San Francisco
2000013;200947;02;5;Garden Grove
0600078;060003;03;5;Oakland
2300037;230446;02;3;Fremont
0400139;040771;02;5;San Francisco
3500145;351045;02;4;Sacramento
0300199;030169;02;4;San Jose
0700050;070336;02;5;Bakersfield
1800015;180736;01;4;Chula Vista
0400140;040778;04;5;San Francisco
0700051;070318;02;5;Bakersfield
0200286;020086;02;4;Los Angeles
0900242;090567;02;3;San Diego
2100043;210521;02;4;Anaheim
1000031;100651;02;3;Oxnard
0400142;040809;02;3;San Francisco
0400143;040795;03;1;San Francisco
0900243;090550;01;4;San Diego
0100104;010019;02;2;Long Beach
0300201;030063;02;4;San Jose
0900244;090550;02;4;San Diego
0900246;090554;02;3;San Diego
0300202;030149;02;4;San Jose
0400144;040359;02;4;San Francisco
0900248;090567;02;4;San Diego
0400145;040360;02;5;San Francisco
0900250;090554;02;1;San Diego
0900251;091369;02;4;San Diego
3500147;350599;01;5;Sacramento
0100108;010029;02;4;Long Beach
0200294;020049;02;4;Los Angeles
0900253;090550;02;4;San Diego
0300205;030063;04;5;San Jose
0200295;021219;01;4;Los Angeles
0900254;090577;02;3;San Diego
0600085;060003;02;4;Oakland
3300024;330983;02;4;Riverside
0600087;060101;01;5;Oakland
0600088;061098;01;3;Oakland
3500155;350053;04;5;Sacramento
1300127;131066;01;4;Fresno
0200303;021237;02;2;Los Angeles
0300210;030003;02;5;San Jose
0400151;040782;02;4;San Francisco
0300212;030252;04;5;San Jose
0100111;010023;02;4;Long Beach
0900259;090561;03;5;San Diego
0300213;030135;02;4;San Jose
3500156;350999;02;4;Sacramento
0600089;061048;02;3;Oakland
0900260;090563;04;1;San Diego
0900261;090003;02;2;San Diego
1200042;120463;02;4;Santa Ana
0900263;090550;02;4;San Diego
1700033;171146;02;4;San Bernardino
1700034;171192;02;4;San Bernardino
3500158;351046;02;2;Sacramento
3300026;330003;02;5;Riverside
0600091;060003;02;5;Oakland
0200309;021241;04;4;Los Angeles
0600092;061106;02;1;Oakland
0200311;020096;04;4;Los Angeles
0100112;010023;02;4;Long Beach
0900265;091377;01;4;San Diego
0600093;061101;02;5;Oakland
0300220;030227;02;4;San Jose
0100113;010011;04;4;Long Beach
3500159;350598;02;4;Sacramento
0200312;021223;02;5;Los Angeles
0400158;040781;04;4;San Francisco
0900267;090578;02;4;San Diego
2400030;240402;02;5;Irvine
0200316;021222;03;1;Los Angeles
0900268;090587;01;4;San Diego
1300129;131064;01;1;Fresno
0100115;010003;02;5;Long Beach
0900269;090578;01;5;San Diego
0100116;010011;02;3;Long Beach
0900270;090005;01;4;San Diego
0700056;070066;04;5;Bakersfield
0200320;020086;02;4;Los Angeles
1900021;190413;02;1;Moreno Valley
0900272;090550;02;4;San Diego
1300132;130611;02;4;Fresno
2200019;220288;02;4;Oceanside
0400162;040770;03;4;San Francisco
0700058;070336;02;4;Bakersfield
1700035;170003;02;5;San Bernardino
0200323;020086;02;5;Los Angeles
0900274;090003;02;4;San Diego
0700059;070318;02;5;Bakersfield
0100120;010035;02;2;Long Beach
0400164;040772;02;4;San Francisco
0600095;060101;02;5;Oakland
1200046;120455;02;4;Santa Ana
1000036;100480;02;3;Oxnard
3500163;351016;02;4;Sacramento
2300038;230003;01;4;Fremont
0200330;021325;02;5;Los Angeles
0200332;020392;02;4;Los Angeles
0900280;090572;02;4;San Diego
1300136;130003;06;4;Fresno
0900283;091349;04;5;San Diego
0300235;030131;04;4;San Jose
0200335;020049;03;4;Los Angeles
0400174;040772;02;2;San Francisco
1200047;120459;01;5;Santa Ana
3500165;351011;02;3;Sacramento
1300137;131065;02;3;Fresno
0900285;090003;02;3;San Diego
0900286;090586;01;4;San Diego
1200048;120455;04;4;Santa Ana
0400177;040876;01;5;San Francisco
1700036;171186;02;5;San Bernardino
3500166;351018;01;3;Sacramento
1200049;120472;02;4;Santa Ana
0100122;010041;02;5;Long Beach
1200050;120469;04;4;Santa Ana
0200340;021240;02;4;Los Angeles
3500168;350183;01;4;Sacramento
0200341;020078;02;5;Los Angeles
0400179;040684;02;5;San Francisco
2400033;240546;04;4;Irvine
3500169;350599;02;5;Sacramento
0900288;090003;02;4;San Diego
0700061;070003;02;4;Bakersfield
0600101;061098;02;5;Oakland
0900290;090003;02;4;San Diego
0200344;020086;03;4;Los Angeles
0300243;030003;02;5;San Jose
3300027;330003;01;3;Riverside
0200345;020114;04;5;Los Angeles
1800019;180003;01;4;Chula Vista
0200346;020194;02;3;Los Angeles
0100124;010012;03;4;Long Beach
2100050;210060;02;4;Anaheim
0300245;030094;04;5;San Jose
1300140;131061;02;4;Fresno
0600104;061130;04;5;Oakland
0200351;020819;02;5;Los Angeles
0200353;020194;04;5;Los Angeles
0600105;061125;02;5;Oakland
0900293;090003;02;4;San Diego
0400183;040517;02;4;San Francisco
1600034;160709;04;4;Stockton
1000037;100113;02;4;Oxnard
0900296;090003;02;3;San Diego
0600107;060003;04;4;Oakland
1200052;120460;02;3;Santa Ana
2000016;200003;01;4;Garden Grove
2100052;210521;01;5;Anaheim
0900300;090590;01;4;San Diego
3500177;350599;02;2;Sacramento
0700064;070333;02;4;Bakersfield
0900302;090576;03;4;San Diego
0300252;030098;04;4;San Jose
1200054;120003;02;4;Santa Ana
2300042;230146;02;3;Fremont
0200365;021295;04;3;Los Angeles
1000040;100003;02;5;Oxnard
3500179;351032;01;4;Sacramento
1300147;131060;02;5;Fresno
0300255;030181;02;4;San Jose
1600035;160702;01;4;Stockton
1100040;110003;02;4;Glendale
2400035;240537;02;4;Irvine
0900306;090215;02;5;San Diego
0200371;021235;02;5;Los Angeles
0600112;061094;01;5;Oakland
3500182;351004;04;4;Sacramento
2000017;200947;02;3;Garden Grove
0200372;020819;02;1;Los Angeles
0400190;040003;02;3;San Francisco
0200373;020156;04;2;Los Angeles
0400191;040772;02;3;San Francisco
2100055;210521;02;4;Anaheim
0900307;090003;03;5;San Diego
0900308;090550;02;5;San Diego
0400193;040360;02;5;San Francisco
0600113;061124;02;3;Oakland
0100132;010016;02;5;Long Beach
1600036;160003;02;4;Stockton
3300029;331027;02;5;Riverside
3500183;350183;02;4;Sacramento
2100056;210521;04;2;Anaheim
2500020;250003;02;2;Fontana
0200379;020086;02;4;Los Angeles
2100057;210505;02;4;Anaheim
0900312;090003;02;4;San Diego
1800022;180003;02;2;Chula Vista
0700066;070066;04;4;Bakersfield
1200055;120455;02;4;Santa Ana
1300150;131392;02;3;Fresno
0900314;090561;02;3;San Diego
3500184;350999;02;1;Sacramento
0300268;030134;02;4;San Jose
0900315;090550;04;4;San Diego
0400199;040778;01;3;San Francisco
0900316;090574;02;4;San Diego
0400200;040841;04;5;San Francisco
1000042;100662;01;4;Oxnard
1100044;110925;02;2;Glendale
1200056;120455;02;4;Santa Ana
0200386;021217;02;4;Los Angeles
1100045;110925;02;3;Glendale
0400201;040778;02;4;San Francisco
0600116;061109;03;5;Oakland
3300032;330612;01;4;Riverside
0300271;030168;02;4;San Jose
3500186;350081;02;4;Sacramento
3500187;350997;02;4;Sacramento
0300272;030063;04;5;San Jose
0600117;060003;02;5;Oakland
0900320;090554;04;4;San Diego
0600119;060003;02;5;Oakland
0400205;040789;01;5;San Francisco
0300274;030163;03;5;San Jose
1300153;130003;02;4;Fresno
1300154;131092;02;3;Fresno
0100136;010012;02;4;Long Beach
0200393;020089;02;4;Los Angeles
0900325;090551;03;4;San Diego
0600121;061096;04;3;Oakland
0200395;021223;02;4;Los Angeles
0200396;020086;02;4;Los Angeles
0100140;010011;01;5;Long Beach
0100141;010003;02;4;Long Beach
0200398;020156;01;3;Los Angeles
0200399;020648;02;4;Los Angeles
0900326;090587;01;4;San Diego
0300277;030153;04;5;San Jose
0300278;030003;04;2;San Jose
0400206;040854;01;4;San Francisco
1600038;160003;04;5;Stockton
0900327;090578;02;4;San Diego
0900328;090003;01;5;San Diego
0100143;010016;01;5;Long Beach
0200401;021219;02;5;Los Angeles
0200402;021219;02;5;Los Angeles
3400014;340971;02;3;Huntington Beach
3500191;351032;02;3;Sacramento
3500192;351013;02;5;Sacramento
0400211;040770;02;4;San Francisco
3500193;350599;02;1;Sacramento
3500194;351473;02;2;Sacramento
0200405;021281;04;5;Los Angeles
0300284;030140;02;2;San Jose
1200061;120003;03;3;Santa Ana
3300034;330991;02;2;Riverside
0200407;020263;04;2;Los Angeles
1300159;130003;03;4;Fresno
0700071;070318;02;4;Bakersfield
0900331;090555;01;5;San Diego
0400214;040770;03;4;San Francisco
0700072;070323;02;5;Bakersfield
